hb,cancer_site_icd10code,cancer_site,sex,sex_qf,year,incidences_all_ages,crude_rate,crude_rate_lower95pc_confidence_interval,crude_rate_upper95pc_confidence_interval,easr,easr_lower95pc_confidence_interval,easr_lower95pc_confidence_interval_qf,easr_upper95pc_confidence_interval,easr_upper95pc_confidence_interval_qf,wasr,wasr_lower95pc_confidence_interval,wasr_lower95pc_confidence_interval_qf,wasr_upper95pc_confidence_interval,wasr_upper95pc_confidence_interval_qf,standardised_incidence_ratio,sir_lower95pc_confidence_interval,sir_upper95pc_confidence_interval,hb_name,country
S08000016,C43,Malignant melanoma of the skin,Female,NA,2013,15,25.61081801,14.33418042,42.24114954,22.24409183,NA,z,NA,z,11.76894577,NA,z,NA,z,107.0198722,59.89821009,176.5130042,Borders,S92000003
S08000016,C43,Malignant melanoma of the skin,Female,NA,2014,16,27.24749238,15.57429617,44.24822056,23.38244213,NA,z,NA,z,11.29347304,NA,z,NA,z,109.3499566,62.50294841,177.5774788,Borders,S92000003
S08000016,C43,Malignant melanoma of the skin,Female,NA,2015,25,42.54812193,27.53490111,62.80942134,36.32278102,23.47315535,NA,51.93260927,NA,18.63305987,11.49838312,NA,27.46204502,NA,156.5693707,101.3234415,231.1272773,Borders,S92000003
S08000016,C43,Malignant melanoma of the skin,Female,NA,2016,18,30.50123699,18.07696611,48.20510433,26.396876550000002,NA,z,NA,z,12.65313645,NA,z,NA,z,109.7805852,65.06293231,173.5006539,Borders,S92000003
S08000016,C43,Malignant melanoma of the skin,Female,NA,2017,14,23.63627155,12.9221696,39.65764738,18.6818304,NA,z,NA,z,8.390749967,NA,z,NA,z,95.60555546,52.26844682,160.4098768,Borders,S92000003
S08000016,C44,Non-melanoma skin cancer,All,d,1993,159,151.3709063,128.7567959,176.8135472,173.0616165,144.2453983,NA,204.463049,NA,70.3197296,58.69920582,NA,82.97417959,NA,130.0383533,110.6112272,151.8953878,Borders,S92000003
S08000016,C44,Non-melanoma skin cancer,All,d,1994,136,128.9710763,108.2071724,152.5583449,146.8601029,120.5679814,NA,175.7067985,NA,57.04529599,46.81069522,NA,68.2766691,NA,107.3619543,90.07704539,126.9971727,Borders,S92000003
S08000016,C44,Non-melanoma skin cancer,All,d,1995,176,166.1317727,142.4937247,192.5707773,198.5837579,167.2965345,NA,232.5133039,NA,77.64389797,65.40684128,NA,90.91481284,NA,130.4982991,111.9303575,151.2664224,Borders,S92000003
S08000016,C44,Non-melanoma skin cancer,All,d,1996,144,136.0287172,114.718894,160.1487936,155.7858543,128.9685616,NA,185.0985255,NA,63.97957185,52.88719991,NA,76.11224121,NA,95.54631664,80.57833669,112.4882133,Borders,S92000003
S08000016,C44,Non-melanoma skin cancer,All,d,1997,154,145.3378633,123.289954,170.1908956,158.9680328,133.9821378,NA,186.0585925,NA,65.02043274,53.99473738,NA,77.05528359,NA,93.99259562,79.73381834,110.0654961,Borders,S92000003
S08000016,C44,Non-melanoma skin cancer,All,d,1998,187,176.3485477,151.977787,203.5155922,194.3078875,166.2873,NA,224.4781738,NA,78.46557811,66.37675519,NA,91.55079056,NA,116.7078343,100.5792143,134.6870406,Borders,S92000003
S08000016,C44,Non-melanoma skin cancer,All,d,1999,181,171.0613364,147.0474672,197.8786553,186.7980088,159.5890545,NA,216.117147,NA,75.35222265,63.61200352,NA,88.07199149,NA,112.1508831,96.40695932,129.7327988,Borders,S92000003
S08000016,C44,Non-melanoma skin cancer,All,d,2000,153,144,122.0867532,168.7109497,158.9134058,132.9113577,NA,187.2039929,NA,63.78414537,53.08576196,NA,75.45004582,NA,93.45399298,79.23260121,109.4910549,Borders,S92000003
S08000016,C44,Non-melanoma skin cancer,All,d,2001,173,161.7578308,138.5512071,187.7395418,165.4851588,141.2548887,NA,191.6052151,NA,72.60917513,60.90519656,NA,85.32655334,NA,101.1481399,86.6368992,117.3946593,Borders,S92000003
S08000016,C44,Non-melanoma skin cancer,All,d,2002,173,160.8853343,137.8038836,186.7269041,171.5898399,146.0710126,NA,199.1328457,NA,73.33912822,61.60652582,NA,86.0792576,NA,94.56623415,80.99926806,109.7555611,Borders,S92000003
S08000016,C44,Non-melanoma skin cancer,All,d,2003,187,172.5092251,148.6690455,199.08481,180.2615225,154.2674177,NA,208.2497843,NA,72.78068034,61.75859528,NA,84.69444132,NA,94.48375114,81.42642277,109.0392681,Borders,S92000003
S08000016,C44,Non-melanoma skin cancer,All,d,2004,194,177.2336927,153.1701035,204.0050328,182.8343309,157.1805446,NA,210.3988906,NA,74.08435569,62.720001,NA,86.3809762,NA,95.17154762,82.24980011,109.5473124,Borders,S92000003
S08000016,C44,Non-melanoma skin cancer,All,d,2005,219,198.6394558,173.2005739,226.7630147,205.8943717,178.6046157,NA,235.095895,NA,80.74360098,69.15344338,NA,93.21852733,NA,101.165598,88.2097646,115.4887175,Borders,S92000003
S08000016,C44,Non-melanoma skin cancer,All,d,2006,209,188.5260689,163.8317151,215.8917098,185.7466834,161.1616935,NA,212.0513816,NA,79.41174632,67.97386109,NA,91.72599777,NA,93.02815893,80.84273394,106.5317301,Borders,S92000003
S08000016,C44,Non-melanoma skin cancer,All,d,2007,265,236.1853832,208.6020936,266.4014314,250.2229219,219.8050731,NA,282.5833189,NA,100.1774473,86.85557887,NA,114.4359145,NA,106.0737746,93.68577837,119.6441753,Borders,S92000003
S08000016,C44,Non-melanoma skin cancer,All,d,2008,279,246.1185603,218.083401,276.7582132,248.6878094,219.6156687,NA,279.540812,NA,99.53351862,86.78367053,NA,113.1444723,NA,106.9136571,94.7352118,120.2234917,Borders,S92000003
S08000016,C44,Non-melanoma skin cancer,All,d,2009,262,230.6541069,203.5678491,260.341203,229.6642531,201.6516862,NA,259.472183,NA,84.62961604,73.69191694,NA,96.31311579,NA,95.90672224,84.64416881,108.2507127,Borders,S92000003
S08000016,C44,Non-melanoma skin cancer,All,d,2010,289,254.2000176,225.7345744,285.2615101,250.0721017,221.0466966,NA,280.8620154,NA,100.073938,87.66171062,NA,113.2960422,NA,109.4415235,97.18620781,122.8145244,Borders,S92000003
S08000016,C44,Non-melanoma skin cancer,All,d,2011,279,244.9947313,217.0875864,275.4944771,234.2489751,206.9497158,NA,263.2149777,NA,91.06373383,79.30621261,NA,103.6220985,NA,99.40721446,88.0838218,111.7825613,Borders,S92000003
S08000016,C44,Non-melanoma skin cancer,All,d,2012,284,249.7361942,221.5328962,280.5352928,237.9530499,210.3725664,NA,267.2077312,NA,91.13878064,79.65050478,NA,103.3897198,NA,98.83118052,87.66994198,111.0196872,Borders,S92000003
S08000016,C44,Non-melanoma skin cancer,All,d,2013,276,242.3603793,214.6082561,272.7053775,225.0725082,198.6796884,NA,253.0873851,NA,84.23935984,73.38501402,NA,95.8314258,NA,93.34563197,82.6568408,105.0330746,Borders,S92000003
S08000016,C44,Non-melanoma skin cancer,All,d,2014,341,299.0178885,268.1192579,332.5006565,273.2938443,244.2877463,NA,303.9036715,NA,108.535605,95.93581663,NA,121.9015193,NA,112.3358191,100.7277411,124.9147126,Borders,S92000003
S08000016,C44,Non-melanoma skin cancer,All,d,2015,283,248.1803034,220.1047349,278.8447042,217.3168326,192.2794212,NA,243.8643759,NA,85.67891377,74.66138036,NA,97.4436377,NA,89.37182092,79.26157183,100.4143303,Borders,S92000003
S08000016,C44,Non-melanoma skin cancer,All,d,2016,253,220.9028202,194.5189473,249.8670994,199.4676885,174.9500598,NA,225.5696647,NA,72.18447418,62.61677433,NA,82.42246374,NA,80.65098138,71.01830561,91.22575602,Borders,S92000003
S08000016,C44,Non-melanoma skin cancer,All,d,2017,290,252.1300643,223.94368360000001,282.8823908,224.525237,198.7478351,NA,251.8516216,NA,82.2627879,71.77603086,NA,93.45415539,NA,98.67369033,87.64266071,110.7089292,Borders,S92000003
S08000016,C44,Non-melanoma skin cancer,Male,NA,1993,82,163.1288917,129.7412487,202.4859672,213.4095622,164.3537345,NA,268.7743043,NA,82.3382043,64.4378881,NA,102.3992582,NA,130.9523703,104.1503063,162.5464201,Borders,S92000003
S08000016,C44,Non-melanoma skin cancer,Male,NA,1994,69,136.6039081,106.2859943,172.8809885,182.7711466,137.7546796,NA,234.0544631,NA,69.81683054,53.47874641,NA,88.29948444,NA,103.8620672,80.81088775,131.4440934,Borders,S92000003
S08000016,C44,Non-melanoma skin cancer,Male,NA,1995,106,208.6203503,170.8012493,252.3203041,279.581346,223.7096323,NA,341.5874771,NA,103.3418587,83.44057166,NA,125.3397419,NA,148.2165478,121.3475651,179.263645,Borders,S92000003
S08000016,C44,Non-melanoma skin cancer,Male,NA,1996,70,137.7681559,107.3970362,174.0617769,183.705668,138.9834889,NA,234.5705838,NA,70.91365931,54.39707303,NA,89.5865662,NA,88.86056006,69.27116595,112.2699718,Borders,S92000003
S08000016,C44,Non-melanoma skin cancer,Male,NA,1997,89,174.9007586,140.4596709,215.2304335,208.7703046,166.4558097,NA,255.8048268,NA,84.2360454,66.49935032,NA,104.0378097,NA,104.4340235,83.86909639,128.5150524,Borders,S92000003
S08000016,C44,Non-melanoma skin cancer,Male,NA,1998,108,211.9974874,173.905648,255.9530274,255.8645858,208.1196431,NA,308.4662411,NA,102.8181709,83.1467764,NA,124.5469148,NA,127.2521939,104.3874411,153.6366524,Borders,S92000003
S08000016,C44,Non-melanoma skin cancer,Male,NA,1999,104,204.2178848,166.8608104,247.4441484,245.3506875,199.1242506,NA,296.3299573,NA,97.12002652,78.20226805,NA,118.0562824,NA,120.4404073,98.40854045,145.9337122,Borders,S92000003
S08000016,C44,Non-melanoma skin cancer,Male,NA,2000,78,152.6299311,120.6476268,190.4890616,192.5832851,149.1558573,NA,241.4749771,NA,74.4982549,57.97963482,NA,93.05592807,NA,90.49321767,71.53113334,112.9396311,Borders,S92000003
S08000016,C44,Non-melanoma skin cancer,Male,NA,2001,78,151.5534226,119.7966915,189.1455302,173.5999286,136.7953269,NA,214.7228862,NA,71.48557131,55.06413484,NA,90.01735254,NA,86.90873154,68.6977458,108.4660302,Borders,S92000003
S08000016,C44,Non-melanoma skin cancer,Male,NA,2002,94,181.2083124,146.4347619,221.7530819,212.5565384,170.4422716,NA,259.2505365,NA,81.47033246,64.8349389,NA,99.97681969,NA,95.53696704,77.20359422,116.9130521,Borders,S92000003
S08000016,C44,Non-melanoma skin cancer,Male,NA,2003,90,172.0907109,138.3812538,211.5287005,202.9414355,161.4825423,NA,249.0660048,NA,79.11813809,62.91344151,NA,97.15176684,NA,83.7864483,67.37419881,102.9877698,Borders,S92000003
S08000016,C44,Non-melanoma skin cancer,Male,NA,2004,103,194.7622199,158.9712364,236.2058343,218.4336858,176.9165501,NA,264.2612288,NA,89.2763903,71.76130786,NA,108.6753261,NA,91.38842144,74.59419158,110.8350395,Borders,S92000003
S08000016,C44,Non-melanoma skin cancer,Male,NA,2005,119,223.2352224,184.9318723,267.134226,252.4256987,207.6468727,NA,301.5114971,NA,95.70376451,78.22484165,NA,114.9188631,NA,98.45663394,81.56315774,117.8180415,Borders,S92000003
S08000016,C44,Non-melanoma skin cancer,Male,NA,2006,121,225.4266339,187.0530434,269.356062,233.3182549,193.3800825,NA,276.9497966,NA,102.5780851,84.04320243,NA,122.9323521,NA,95.76361872,79.46211155,114.4253045,Borders,S92000003
S08000016,C44,Non-melanoma skin cancer,Male,NA,2007,174,320.1177445,274.3189799,371.3764423,354.4673127,301.5823408,NA,411.5617429,NA,132.7270956,112.4390266,NA,154.6730925,NA,123.779517,106.0705675,143.5996519,Borders,S92000003
S08000016,C44,Non-melanoma skin cancer,Male,NA,2008,167,304.4500757,260.0253741,354.2878824,322.306058,274.0219654,NA,374.4505172,NA,123.598467,104.3480582,NA,144.4544303,NA,112.198136,95.82642487,130.5647238,Borders,S92000003
S08000016,C44,Non-melanoma skin cancer,Male,NA,2009,152,276.8115678,234.5551429,324.4818677,294.7314805,247.8913755,NA,345.565031,NA,104.523871,87.44992651,NA,123.0978353,NA,98.78704997,83.70680028,115.7993747,Borders,S92000003
S08000016,C44,Non-melanoma skin cancer,Male,NA,2010,170,309.4453647,264.6761217,359.6182425,323.9845019,275.3405493,NA,376.527011,NA,120.2573748,101.4682345,NA,140.6189846,NA,111.8182042,95.6408206,129.9481933,Borders,S92000003
S08000016,C44,Non-melanoma skin cancer,Male,NA,2011,168,304.3753963,260.088706,354.0412516,305.5260727,260.0438941,NA,354.6197755,NA,107.8727508,91.07269449,NA,126.0739016,NA,102.0212862,87.17716554,118.6684084,Borders,S92000003
S08000016,C44,Non-melanoma skin cancer,Male,NA,2012,176,318.93880360000003,273.5586177,369.6962497,317.6161429,271.23462,NA,367.6046854,NA,112.0289957,94.88843421,NA,130.5717297,NA,103.6095207,88.8674471,120.0984352,Borders,S92000003
S08000016,C44,Non-melanoma skin cancer,Male,NA,2013,163,294.6972573,251.1924241,343.5720039,288.2936021,244.6785476,NA,335.4330877,NA,99.89720506,83.61940312,NA,117.6012144,NA,92.87714044,79.16610511,108.2805641,Borders,S92000003
S08000016,C44,Non-melanoma skin cancer,Male,NA,2014,202,365.1548293,316.5324396,419.1325724,350.3131489,302.2627068,NA,401.8561117,NA,130.1591924,110.7980819,NA,151.0564055,NA,113.8800323,98.71627476,130.7139522,Borders,S92000003
S08000016,C44,Non-melanoma skin cancer,Male,NA,2015,153,276.8078447,234.6845209,324.3091276,253.8876969,214.5012105,NA,296.5449721,NA,97.11997828,80.772457,NA,114.9516625,NA,81.40566097,69.01772804,95.37518317,Borders,S92000003
S08000016,C44,Non-melanoma skin cancer,Male,NA,2016,164,295.4103322,251.9280253,344.2423115,277.9463846,235.7646395,NA,323.5483651,NA,96.45343114,80.96151858,NA,113.2815044,NA,86.83315507,74.05193016,101.1868671,Borders,S92000003
S08000016,C44,Non-melanoma skin cancer,Male,NA,2017,183,328.021653,282.2161655,379.1434938,303.4047294,259.8597009,NA,350.2733099,NA,101.4450904,85.67078772,NA,118.5327052,NA,103.1726728,88.76546967,119.2520288,Borders,S92000003
S08000016,C44,Non-melanoma skin cancer,Female,NA,1993,77,140.5802129,110.9437056,175.7011456,132.7136708,104.4514085,NA,164.3087224,NA,58.30125491,44.16081968,NA,74.37563831,NA,129.07891,101.8670572,161.3264904,Borders,S92000003
S08000016,C44,Non-melanoma skin cancer,Female,NA,1994,67,121.9534393,94.51224035,154.876557,110.9490593,85.75983293,NA,139.3322837,NA,44.27376144,32.620872489999996,NA,57.67882519,NA,111.2217202,86.19530547,141.2476531,Borders,S92000003
S08000016,C44,Non-melanoma skin cancer,Female,NA,1995,70,126.9726102,98.98137876,160.4222544,117.5861697,91.36495069,NA,147.0650464,NA,51.94593723,38.42388827,NA,67.47517908,NA,110.496056,86.13709646,139.6051194,Borders,S92000003
S08000016,C44,Non-melanoma skin cancer,Female,NA,1996,74,134.4232516,105.5511648,168.7560827,127.8660406,100.1726478,NA,158.8880121,NA,57.04548438,42.90352529,NA,73.17103403,NA,102.867586,80.77318019,129.1408342,Borders,S92000003
S08000016,C44,Non-melanoma skin cancer,Female,NA,1997,65,118.0230236,91.0876779,150.430032,109.1657611,84.07107056,NA,137.4879339,NA,45.80482008,33.39876221,NA,60.139912699999996,NA,82.67466613,63.80656191,105.3756487,Borders,S92000003
S08000016,C44,Non-melanoma skin cancer,Female,NA,1998,79,143.3860897,113.5201175,178.7018498,132.7511893,104.9351224,NA,163.7880862,NA,54.11298527,40.74505995,NA,69.34834261,NA,104.8324583,82.99684448,130.6525218,Borders,S92000003
S08000016,C44,Non-melanoma skin cancer,Female,NA,1999,77,140.2958968,110.7193278,175.3457993,128.2453302,101.0277006,NA,158.6602285,NA,53.58441877,40.34829188,NA,68.66937005,NA,102.6119873,80.97977569,128.24737820000001,Borders,S92000003
S08000016,C44,Non-melanoma skin cancer,Female,NA,2000,75,136.0026113,106.9746812,170.4804509,125.2435266,98.32705624,NA,155.3670401,NA,53.07003585,40.11045783,NA,67.81601878,NA,96.74596095,76.09683546,121.2718998,Borders,S92000003
S08000016,C44,Non-melanoma skin cancer,Female,NA,2001,95,171.223618,138.5301319,209.311994,157.3703889,127.1137302,NA,190.808777,NA,73.73277895,57.66939416,NA,91.73981687,NA,116.8699434,94.55476325,142.86744530000001,Borders,S92000003
S08000016,C44,Non-melanoma skin cancer,Female,NA,2002,79,141.9433664,112.3778999,176.9037861,130.6231414,103.2115056,NA,161.2141967,NA,65.20792397,49.29292537,NA,83.31533789,NA,93.43657875,73.97461931,116.4498557,Borders,S92000003
S08000016,C44,Non-melanoma skin cancer,Female,NA,2003,97,172.8993619,140.2097351,210.9225588,157.5816094,127.6184209,NA,190.657027,NA,66.44322258,52.06226256,NA,82.55144259,NA,107.1803187,86.91601827,130.7508994,Borders,S92000003
S08000016,C44,Non-melanoma skin cancer,Female,NA,2004,91,160.8484313,129.5051233,197.4862305,147.2349759,118.4106468,NA,179.1521127,NA,58.89232108,45.02580672,NA,74.59184048,NA,99.85001514,80.39300363,122.5936924,Borders,S92000003
S08000016,C44,Non-melanoma skin cancer,Female,NA,2005,100,175.6142107,142.886731,213.5939339,159.3630447,129.4875486,NA,192.2931791,NA,65.78343746,51.13779076,NA,82.24530341,NA,104.5900868,85.0986691,127.2095692,Borders,S92000003
S08000016,C44,Non-melanoma skin cancer,Female,NA,2006,88,153.8891998,123.4236382,189.5957982,138.1751118,110.6659819,NA,168.6918777,NA,56.24540754,43.43904773,NA,70.68097122,NA,89.51242651,71.79158355,110.281813,Borders,S92000003
S08000016,C44,Non-melanoma skin cancer,Female,NA,2007,91,157.3169678,126.6618091,193.1503759,145.9785311,117.2774956,NA,177.7739063,NA,67.62779898,51.05705537,NA,86.49167779,NA,83.29245506,67.0618891,102.2646777,Borders,S92000003
S08000016,C44,Non-melanoma skin cancer,Female,NA,2008,112,191.4300853,157.62294,230.3401359,175.0695608,143.9026762,NA,209.2459467,NA,75.46857027,59.33199213,NA,93.51675693,NA,99.89794831,82.25566161,120.2031904,Borders,S92000003
S08000016,C44,Non-melanoma skin cancer,Female,NA,2009,110,187.4605907,154.0698071,225.9407063,164.5970257,135.1103125,NA,196.9507708,NA,64.73536108,51.55926299,NA,79.38816432,NA,92.192331480000007,75.77088429,111.1166908,Borders,S92000003
S08000016,C44,Non-melanoma skin cancer,Female,NA,2010,119,202.5428489,167.7899566,242.3727161,176.1597016,145.7059215,NA,209.4605404,NA,79.89050123,64.1999968,NA,97.27064102,NA,106.2163604,87.99144768,127.1037111,Borders,S92000003
S08000016,C44,Non-melanoma skin cancer,Female,NA,2011,111,189.1454375,155.5990932,227.7798967,162.9718776,133.9172535,NA,194.8364676,NA,74.25471685,58.33533845,NA,92.06565621,NA,95.69607616,78.72366827,115.2427604,Borders,S92000003
S08000016,C44,Non-melanoma skin cancer,Female,NA,2012,108,184.4986931,151.347854,222.7526356,158.2899568,129.5936739,NA,189.8133523,NA,70.24856558,55.46458696,NA,86.75285509,NA,91.92260314,75.40589304,110.9818274,Borders,S92000003
S08000016,C44,Non-melanoma skin cancer,Female,NA,2013,113,192.934829,159.0056061,231.9608756,161.8514143,133.2338099,NA,193.2116206,NA,68.58151462,54.70081411,NA,84.00811522,NA,94.02980762,77.49386999,113.049762,Borders,S92000003
S08000016,C44,Non-melanoma skin cancer,Female,NA,2014,139,236.71259,198.9979593,279.4958521,196.2745396,164.8720464,NA,230.3739434,NA,86.91201761,71.28584165,NA,104.0636501,NA,110.1649202,92.6127094,130.0760481,Borders,S92000003
S08000016,C44,Non-melanoma skin cancer,Female,NA,2015,130,221.250234,184.8539896,262.7166865,180.7459683,150.8288965,NA,213.329577,NA,74.23784926,59.93933406,NA,90.04295945,NA,101.004605,84.38908234,119.9347665,Borders,S92000003
S08000016,C44,Non-melanoma skin cancer,Female,NA,2016,89,150.8116718,121.1141562,185.5867394,120.9889924,97.09814297,NA,147.4680511,NA,47.91551722,37.15354769,NA,60.02551802,NA,71.29730049,57.2575868,87.73746335,Borders,S92000003
S08000016,C44,Non-melanoma skin cancer,Female,NA,2017,107,180.6486468,148.0459256,218.2953982,145.6457445,119.1235838,NA,174.7937628,NA,63.0804854,49.73511188,NA,77.98799672,NA,91.82543534,75.25316025,110.9616392,Borders,S92000003
S08000016,"C44, M-8090-8098",Basal cell carcinoma of the skin,All,d,1993,121,115.1942117,95.5851024,137.6423837,124.4101373,101.7975471,NA,149.2568563,NA,53.64682214,43.46903134,NA,64.87914422,NA,129.6840088,107.6083518,154.9558422,Borders,S92000003
S08000016,"C44, M-8090-8098",Basal cell carcinoma of the skin,All,d,1994,98,92.9350403,75.44915797,113.2580467,102.1588506,81.63907715,NA,124.944457,NA,44.10752754,34.95238813,NA,54.31153819,NA,102.9270468,83.56115186,125.4351022,Borders,S92000003
S08000016,"C44, M-8090-8098",Basal cell carcinoma of the skin,All,d,1995,115,108.5520106,89.62081769,130.3002488,126.2795711,102.0370897,NA,153.0670649,NA,52.98463632,42.75394791,NA,64.29630926,NA,117.5066736,97.01381039,141.0489656,Borders,S92000003
S08000016,"C44, M-8090-8098",Basal cell carcinoma of the skin,All,d,1996,97,91.63045532,74.30612656,111.7813848,96.82280336,77.61335763,NA,118.1243084,NA,44.8308166,35.40579278,NA,55.35128479,NA,87.57337678,71.016109169999993,106.832093,Borders,S92000003
S08000016,"C44, M-8090-8098",Basal cell carcinoma of the skin,All,d,1997,99,93.43148358,75.93649948,113.7494788,97.45337419,78.93850628,NA,117.8895841,NA,42.96673676,34.01942872,NA,52.94285073,NA,84.63766147,68.7893148,103.0433159,Borders,S92000003
S08000016,"C44, M-8090-8098",Basal cell carcinoma of the skin,All,d,1998,118,111.2787627,92.1083732,133.2624714,116.0808262,95.81688103,NA,138.2596128,NA,53.98523024,43.63921257,NA,65.4153285,NA,102.8210425,85.10769463,123.1338838,Borders,S92000003
S08000016,"C44, M-8090-8098",Basal cell carcinoma of the skin,All,d,1999,126,119.0813723,99.19796325,141.7815448,125.8037753,104.4638537,NA,149.0975698,NA,55.93115082,45.68546573,NA,67.19791502,NA,107.9986208,89.96573528,128.5861172,Borders,S92000003
S08000016,"C44, M-8090-8098",Basal cell carcinoma of the skin,All,d,2000,104,97.88235294,79.97697535,118.6008536,99.98914963,81.08442156,NA,120.8451284,NA,43.49837687,34.70243541,NA,53.27292235,NA,86.70319897,70.84279646,105.0554375,Borders,S92000003
S08000016,"C44, M-8090-8098",Basal cell carcinoma of the skin,All,d,2001,121,113.1369799,93.87806598,135.1842542,111.7023894,92.40957632,NA,132.7970101,NA,55.0035358,44.55111156,NA,66.54093763,NA,98.47230581,81.70970827,117.6618399,Borders,S92000003
S08000016,"C44, M-8090-8098",Basal cell carcinoma of the skin,All,d,2002,104,96.7171952,79.02495704,117.18907,98.68021259,80.39636885,NA,118.8093463,NA,49.39077045,39.43460955,NA,60.45072612,NA,78.22228096,63.91327189,94.77938584,Borders,S92000003
S08000016,"C44, M-8090-8098",Basal cell carcinoma of the skin,All,d,2003,132,121.7712177,101.8849709,144.4051277,122.5438427,101.7899685,NA,145.194614,NA,53.42810843,43.89132704,NA,63.88847773,NA,91.65392698,76.68608277,108.6898635,Borders,S92000003
S08000016,"C44, M-8090-8098",Basal cell carcinoma of the skin,All,d,2004,136,124.2463,104.243069,146.9694634,124.9760874,104.5723837,NA,147.1712423,NA,58.55529518,48.10030878,NA,70.02311319,NA,91.23736735,76.54846201,107.9235915,Borders,S92000003
S08000016,"C44, M-8090-8098",Basal cell carcinoma of the skin,All,d,2005,145,131.5192744,110.9839921,154.7526605,136.8048818,114.5473837,NA,161.00919149999999,NA,53.95992921,44.69740679,NA,64.08167875,NA,89.95635883,75.91066683,105.8474959,Borders,S92000003
S08000016,"C44, M-8090-8098",Basal cell carcinoma of the skin,All,d,2006,148,133.5017139,112.8601991,156.8257582,131.5026413,110.9752141,NA,153.746283,NA,61.00943577,50.80363935,NA,72.13551426,NA,88.66969533,74.95993256,104.1611511,Borders,S92000003
S08000016,"C44, M-8090-8098",Basal cell carcinoma of the skin,All,d,2007,170,151.5151515,129.594582,176.0815275,153.2890394,130.5265215,NA,177.8541316,NA,69.450141,57.90681295,NA,82.02704881,NA,96.85857197,82.84548455,112.563035,Borders,S92000003
S08000016,"C44, M-8090-8098",Basal cell carcinoma of the skin,All,d,2008,189,166.7254764,143.8022557,192.2640885,163.4756545,140.5745032,NA,188.0796371,NA,71.25515037,60.18518198,NA,83.24585748,NA,101.1418899,87.23580962,116.6345642,Borders,S92000003
S08000016,"C44, M-8090-8098",Basal cell carcinoma of the skin,All,d,2009,154,135.5753147,115.0083945,158.7589339,130.0213412,109.9272786,NA,151.7771849,NA,55.10757958,46.02371923,NA,64.99745757,NA,79.34015615,67.30416962,92.90746349,Borders,S92000003
S08000016,"C44, M-8090-8098",Basal cell carcinoma of the skin,All,d,2010,202,177.6761369,154.0175743,203.9404941,169.3258804,146.2971516,NA,194.0131813,NA,75.13582422,64.18078453,NA,86.94139956,NA,108.8051947,94.31717989,124.8889443,Borders,S92000003
S08000016,"C44, M-8090-8098",Basal cell carcinoma of the skin,All,d,2011,182,159.8173516,137.4412986,184.7980186,148.6218542,127.4610276,NA,171.3839012,NA,63.32601751,53.7283842,NA,73.70074141,NA,92.64574573,79.67440005,107.1269801,Borders,S92000003
S08000016,"C44, M-8090-8098",Basal cell carcinoma of the skin,All,d,2012,181,159.1628561,136.819315,184.114848,144.746943,124.2318799,NA,166.8067146,NA,66.38656464,56.12469225,NA,77.49730781,NA,89.09064506,76.5839551,103.0574028,Borders,S92000003
S08000016,"C44, M-8090-8098",Basal cell carcinoma of the skin,All,d,2013,189,165.9641728,143.1456244,191.3861703,151.2435586,129.9705605,NA,174.1052069,NA,61.47985149,51.94696432,NA,71.80397051,NA,90.71363725,78.24134587,104.6089366,Borders,S92000003
S08000016,"C44, M-8090-8098",Basal cell carcinoma of the skin,All,d,2014,217,190.2841108,165.8071106,217.356827,167.45791,145.6255806,NA,190.7928705,NA,78.73995937,67.49763831,NA,90.83555593,NA,101.193027,88.17616642,115.5902885,Borders,S92000003
S08000016,"C44, M-8090-8098",Basal cell carcinoma of the skin,All,d,2015,201,176.2694028,152.7419498,202.3950278,151.0107951,130.6135487,NA,172.8662775,NA,65.90753277,55.98340126,NA,76.62953659,NA,90.34131727,78.28306406,103.7311815,Borders,S92000003
S08000016,"C44, M-8090-8098",Basal cell carcinoma of the skin,All,d,2016,166,144.9401903,123.7297678,168.7433599,124.3285695,105.829972,NA,144.2952252,NA,51.59695856,43.26011642,NA,60.65754151,NA,76.51332968,65.31643494,89.07892488,Borders,S92000003
S08000016,"C44, M-8090-8098",Basal cell carcinoma of the skin,All,d,2017,197,171.2745609,148.1913063,196.9342183,149.7272343,129.0935947,NA,171.868199,NA,61.31962823,52.00018602,NA,71.39592125,NA,97.73049184,84.55902131,112.3720762,Borders,S92000003
S08000016,"C44, M-8090-8098",Basal cell carcinoma of the skin,Male,NA,1993,57,113.3944735,85.88386688,146.915693,139.3808524,103.1285247,NA,181.0092416,NA,58.97207077,43.72542649,NA,76.4639839,NA,123.595822,93.61026862,160.1327233,Borders,S92000003
S08000016,"C44, M-8090-8098",Basal cell carcinoma of the skin,Male,NA,1994,52,102.9478727,76.88639544,135.0024386,127.7374751,93.3126502,NA,167.4837488,NA,55.56259653,40.81759778,NA,72.54613462,NA,109.9454084,82.11248975,144.1787756,Borders,S92000003
S08000016,"C44, M-8090-8098",Basal cell carcinoma of the skin,Male,NA,1995,64,125.9594568,97.00413018,160.8474143,164.6210103,122.8482996,NA,212.4130515,NA,66.04516409,49.86946325,NA,84.4581713,NA,129.6086708,99.81446961,165.5073791,Borders,S92000003
